run,benchmark,params,mfics,maxmficsize,process,step,initTests,askedTests,benCycles,totalTests,time,precision,recall,f,isomfics,ft,lastTest
1,AIRCRAFT,8,2,4,MIX,100,100,0,0,100,291,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=false, Engine=Jet, High=true, Low=false, Metal=true, Plastic=false, Shoulder=false, Wood=false}]"
2,AIRCRAFT,8,2,4,MIX,87,87,0,0,87,146,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=true, Engine=Piston, High=true, Low=false, Metal=false, Plastic=false, Shoulder=false, Wood=true}]"
3,AIRCRAFT,8,2,4,MIX,91,91,0,0,91,166,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=false, Engine=NONE, High=true, Low=false, Metal=true, Plastic=false, Shoulder=false, Wood=true}]"
4,AIRCRAFT,8,2,4,MIX,96,96,0,0,96,108,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=true, Engine=NONE, High=true, Low=false, Metal=false, Plastic=false, Shoulder=false, Wood=false}]"
5,AIRCRAFT,8,2,4,MIX,76,76,0,0,76,105,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=true, Engine=Jet, High=false, Low=true, Metal=true, Plastic=true, Shoulder=false, Wood=false}]"
6,AIRCRAFT,8,2,4,MIX,90,90,0,0,90,108,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=true, Engine=Jet, High=false, Low=true, Metal=true, Plastic=false, Shoulder=false, Wood=false}]"
7,AIRCRAFT,8,2,4,MIX,86,86,0,0,86,165,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=true, Engine=Jet, High=false, Low=true, Metal=false, Plastic=true, Shoulder=false, Wood=true}]"
8,AIRCRAFT,8,2,4,MIX,95,95,0,0,95,165,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=true, Engine=NONE, High=true, Low=false, Metal=false, Plastic=false, Shoulder=false, Wood=false}]"
9,AIRCRAFT,8,2,4,MIX,92,92,0,0,92,144,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=true, Engine=Jet, High=false, Low=false, Metal=true, Plastic=false, Shoulder=true, Wood=false}]"
10,AIRCRAFT,8,2,4,MIX,85,85,0,0,85,167,1,1,1,"[{High=false, Low=false, Shoulder=false}, {Cloth=false, Metal=false, Plastic=false, Wood=false}]","[{High=false, Low=false, Metal=false, Shoulder=false}, {High=false, Low=false, Plastic=true, Shoulder=false}, {High=false, Low=false, Metal=true, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Jet, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {Engine=NONE, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Plastic=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=true}, {Cloth=false, High=false, Low=false, Shoulder=false}]","[{Cloth=false, Engine=NONE, High=true, Low=false, Metal=false, Plastic=true, Shoulder=false, Wood=true}]"
1,TOMCAT,10,3,2,MIX,51,51,0,0,51,36,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=false, p10=v2, p2=false, p3=true, p4=b1, p5=true, p6=true, p7=false, p8=true, p9=true}]"
2,TOMCAT,10,3,2,MIX,74,74,0,0,74,59,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=false, p10=v1, p2=true, p3=true, p4=b1, p5=false, p6=true, p7=false, p8=false, p9=true}]"
3,TOMCAT,10,3,2,MIX,82,82,0,0,82,134,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=false, p10=v3, p2=false, p3=true, p4=b3, p5=true, p6=true, p7=false, p8=false, p9=true}]"
4,TOMCAT,10,3,2,MIX,62,62,0,0,62,90,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=false, p10=v3, p2=true, p3=true, p4=b1, p5=false, p6=true, p7=true, p8=false, p9=true}]"
5,TOMCAT,10,3,2,MIX,51,51,0,0,51,115,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=true, p10=v3, p2=false, p3=false, p4=b2, p5=false, p6=true, p7=true, p8=true, p9=true}]"
6,TOMCAT,10,3,2,MIX,60,60,0,0,60,92,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=true, p10=v2, p2=false, p3=true, p4=b2, p5=false, p6=true, p7=false, p8=false, p9=true}]"
7,TOMCAT,10,3,2,MIX,72,72,0,0,72,311,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=false, p10=v2, p2=true, p3=false, p4=b3, p5=true, p6=false, p7=true, p8=false, p9=true}]"
8,TOMCAT,10,3,2,MIX,74,74,0,0,74,155,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=true, p10=v2, p2=false, p3=true, p4=b4, p5=true, p6=true, p7=true, p8=true, p9=true}]"
9,TOMCAT,10,3,2,MIX,63,63,0,0,63,47,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=false, p10=v3, p2=false, p3=false, p4=b3, p5=true, p6=true, p7=false, p8=false, p9=true}]"
10,TOMCAT,10,3,2,MIX,70,70,0,0,70,80,1,1,1,"[{p9=false}, {p1=true, p4=b3}, {p1=true, p4=b1}]","[{p8=false, p9=false}, {p5=false, p9=false}, {p4=b4, p9=false}, {p10=v3, p9=false}, {p10=v2, p9=false}, {p8=true, p9=false}, {p10=v1, p9=false}, {p7=true, p9=false}, {p6=true, p9=false}, {p5=true, p9=false}, {p4=b3, p9=false}, {p4=b2, p9=false}, {p3=true, p9=false}, {p2=true, p9=false}, {p1=true, p9=false}, {p7=false, p9=false}, {p6=false, p9=false}, {p1=false, p9=false}, {p3=false, p9=false}, {p2=false, p9=false}, {p4=b1, p9=false}]","[{p1=false, p10=v1, p2=false, p3=true, p4=b3, p5=false, p6=true, p7=false, p8=false, p9=true}]"
